E_ads,Bond_dis,Angle,Matrix,Pauling,Coordinate_number
-1.5916236000000037
-1.4540536000000213
-0.9923835999999948
-4.834823600000005
-0.8360236000000167
-1.5707636000000047
-0.7963535999999873
-0.954853599999991
-2.488853600000011
-1.4322636000000113
-1.9762435999999877
-1.2985536000000035
-1.3860735999999871
-1.4347136000000216
-3.5612235999999893
-2.168633600000005
-1.318433600000004
-0.5591735999999923
-1.0658135999999967
-0.33597360000000087
-0.8344035999999857
-1.2923336000000187
-2.791653600000002
-1.3630936000000258
-0.6889936000000159
-1.077473600000003
-0.9902136000000166
-0.8665536000000156
-0.7022835999999995
-1.314493600000004
-0.6204636000000061
-0.22253360000000377
-1.8814436000000239
-0.6843836000000021
-0.8921536000000128
-1.1837135999999884
-1.1588136000000144
-0.8582836000000054
-1.367063600000007
-1.1510635999999987
-1.4976535999999907
-1.2033235999999885
-1.4435436000000106
-1.3395736000000067
-1.2771236000000226
-1.4144336000000077
-0.8392436000000156
-1.2509635999999897
-1.0447935999999753
-0.9112735999999995
-1.9932336000000088
-0.5026535999999862
-0.8851635999999825
-2.255613600000016
-0.6645835999999985
-1.1798035999999978
-1.5941935999999952
-1.3636636000000077
-1.0449936000000104
-1.3019536000000027
-1.3138435999999967
-0.7555136000000129
-1.1411035999999921
-1.8291736000000025
-1.1067036000000154
-0.9512136000000009
-1.6932036000000164
-1.4269936000000154
-1.115733600000011
-1.4115335999999967
-0.7552636000000188
-1.4994236000000125
-1.3719736000000022
-1.5326035999999998
-1.5389936000000102
-1.5283136000000024
-1.4292736000000001
-0.5372335999999915
0.3599864000000128
1.0402563999999916
-1.2134135999999796
-1.4717035999999961
-1.024053599999986
-1.0526135999999848
0.25677639999999435
-0.534113599999996
-1.2710636000000033
-1.024193600000002
-1.6027336000000059
-1.3326636000000018
-2.3974835999999993
-1.5690335999999956
-1.5184135999999864
-1.0279235999999923
-1.170383599999992
-0.597383600000013
-1.2303736000000196
-0.8927235999999947
-0.7416635999999937
-1.047953600000012
-1.0332535999999788
-1.7083436000000187
-1.1091435999999941
-0.897003599999989
-1.2633536000000003
-1.3475336000000038
-0.5993836000000226
-1.1543435999999883
-0.9211835999999902
-1.6358135999999899
